660	3.129E-04	
661	2.901E-04	
662	2.689E-04	
663	2.493E-04	
664	2.313E-04	
665	2.146E-04	
666	1.991E-04	
667	1.848E-04	
668	1.716E-04	
669	1.593E-04	
670	1.480E-04	
671	1.375E-04	
672	1.277E-04	
673	1.187E-04	
674	1.104E-04	
675	1.026E-04	
676	9.54E-05	
677	8.88E-05	
678	8.26E-05	
679	7.69E-05	
680	7.15E-05	
681	6.66E-05	
682	6.20E-05	
683	5.78E-05	
684	5.38E-05	
685	5.01E-05	
686	4.67E-05	
687	4.36E-05	
688	4.06E-05	
689	3.789E-05	
690	3.533E-05	
691	3.295E-05	
692	3.075E-05	
693	2.870E-05	
694	2.679E-05	
695	2.501E-05	
696	2.336E-05	
697	2.182E-05	
698	2.038E-05	
699	1.905E-05	
700	1.780E-05	
701	1.664E-05	
702	1.556E-05	
703	1.454E-05	
704	1.360E-05	
705	1.273E-05	
706	1.191E-05	
707	1.114E-05	
708	1.043E-05	
709	9.76E-06	
710	9.14E-06	
711	8.56E-06	
712	8.02E-06	
713	7.51E-06	
714	7.04E-06	
715	6.60E-06	
716	6.18E-06	
717	5.80E-06	
718	5.44E-06	
719	5.10E-06	
720	4.78E-06	
721	4.49E-06	
722	4.21E-06	
723	3.951E-06	
724	3.709E-06	
725	3.482E-06	
726	3.270E-06	
727	3.070E-06	
728	2.884E-06	
729	2.710E-06	
730	2.546E-06	
731	2.393E-06	
732	2.250E-06	
733	2.115E-06	
734	1.989E-06	
735	1.870E-06	
736	1.759E-06	
737	1.655E-06	
738	1.557E-06	
739	1.466E-06	
740	1.379E-06	
741	1.299E-06	
742	1.223E-06	
743	1.151E-06	
744	1.084E-06	
745	1.022E-06	
746	9.62E-07	
747	9.07E-07	
748	8.55E-07	
749	8.06E-07	
750	7.60E-07	
751	7.16E-07	
752	6.75E-07	
753	6.37E-07	
754	6.01E-07	
755	5.67E-07	
756	5.35E-07	
757	5.05E-07	
758	4.77E-07	
759	4.50E-07	
760	4.25E-07	
761	4.01E-07	
762	3.790E-07	
763	3.580E-07	
764	3.382E-07	
765	3.196E-07	
766	3.021E-07	
767	2.855E-07	
768	2.699E-07	
769	2.552E-07	
770	2.413E-07	
771	2.282E-07	
772	2.159E-07	
773	2.042E-07	
774	1.932E-07	
775	1.829E-07	
776	1.731E-07	
777	1.638E-07	
778	1.551E-07	
779	1.468E-07	
780	1.390E-07	
